Date de début;Date de fin;Organisme;code zas;Zas;code site;nom site;type d'implantation;Polluant;type d'influence;discriminant;Réglementaire;type d'évaluation;procédure de mesure;type de valeur;valeur;valeur brute;unité de mesure;taux de saisie;couverture temporelle;couverture de données;code qualité;validité;Latitude;Longitude
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZRE01;ZR AUVERGNE-RHONE-ALPES;FR07058;Montluçon;Urbaine;O3;Fond;1;Oui;mesures indicatives;;Moy. annuelle;55.0;55.32482726314554;µg-m3;97.0;100;97.0;R;1;46.340723;2.593945
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZRE01;ZR AUVERGNE-RHONE-ALPES;FR07059;Vichy;Urbaine;O3;Fond;1;Oui;mesures indicatives;;Moy. annuelle;56.0;56.400663311985454;µg-m3;100.0;100;100.0;R;1;46.130431;3.425694
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG04;ZAG CLERMONT-FERRAND;FR07060;Royat Périurbaine;Périurbaine;O3;Fond;1;Oui;mesures fixes;;Moy. annuelle;68.0;68.16869696617452;µg-m3;98.0;100;98.0;R;1;45.764111;3.046111
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO AUVERGNE-RHÔNE-ALPES;FR84ZAG04;ZAG CLERMONT-FERRAND;FR07061;Riom Périurbaine;Périurbaine;O3;Fond;1;Oui;mesures indicatives;;Moy. annuelle;58.0;58.016743595661254;µg-m3;100.0;99;99.0;R;1;45.89674;3.122254
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO OCCITANIE;FR76ZAG02;ZAG MONTPELLIER;FR08016;Montpellier Prés d'Arènes;Urbaine;O3;Fond;0;Oui;mesures fixes;;Moy. annuelle;61.0;61.445966164115546;µg-m3;99.0;100;99.0;R;1;43.5915;3.88681
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO OCCITANIE;FR76ZAG02;ZAG MONTPELLIER;FR08017;Montpellier Périurbaine Sud (Lattes);Périurbaine;O3;Fond;0;Oui;mesures fixes;;Moy. annuelle;63.0;63.45149552520019;µg-m3;98.0;99;97.0;R;1;43.5705;3.9118
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO OCCITANIE;FR76ZAG02;ZAG MONTPELLIER;FR08018;Montpellier St Gely;Périurbaine;O3;Fond;0;Oui;mesures fixes;;Moy. annuelle;72.0;71.52664812883812;µg-m3;99.0;99;99.0;R;1;43.6926;3.80021
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO OCCITANIE;FR76ZRE01;ZR OCCITANIE;FR08022;Agathois-piscénois;Périurbaine;O3;Fond;0;Oui;mesures fixes;;Moy. annuelle;73.0;72.70746954723046;µg-m3;99.0;100;99.0;R;1;43.2875;3.50484
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO OCCITANIE;FR76ZRE01;ZR OCCITANIE;FR08023;Biterrois-Narbonnais;Rurale régionale;O3;Fond;1;Oui;mesures fixes;;Moy. annuelle;66.0;66.37102594339622;µg-m3;97.0;100;97.0;R;1;43.4068;3.18878
2019/01/01 00:00:00;2019/12/31 23:59:59;ATMO OCCITANIE;FR93ZRE01;ZR PROVENCE-ALPES-COTE D’AZUR;FR08204;Gard Rhodanien1;Rurale près des villes;O3;Fond;0;Oui;mesures fixes;;Moy. annuelle;65.0;65.21883870967737;µg-m3;98.0;36;35.0;N;-1;43.8292;4.64295
